Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dalen Terry,SG,20,CHI,14,0,3.7,0.3,0.9,.308,0.1,0.3,.250,0.2,0.6,.333,.346,0.2,0.3,.750,0.0,0.3,0.3,0.5,0.1,0.1,0.3,0.3,0.9
Cam Thomas,SG,21,BRK,27,0,13.6,2.1,5.1,.413,0.4,1.1,.387,1.7,4.0,.421,.457,1.7,2.2,.783,0.1,1.2,1.3,1.4,0.3,0.1,0.7,0.9,6.4
Klay Thompson,SG,32,GSW,32,32,32.3,7.5,18.2,.415,4.0,10.5,.385,3.5,7.7,.455,.526,1.8,2.0,.889,0.8,3.2,3.9,2.4,0.6,0.5,1.7,2.0,20.8
JT Thor,PF,20,CHO,29,0,10.7,1.0,2.7,.385,0.4,1.5,.279,0.6,1.2,.514,.462,0.4,0.5,.733,0.5,1.2,1.7,0.4,0.2,0.2,0.4,0.8,2.9
Matisse Thybulle,SG,25,PHI,36,6,12.0,1.0,2.4,.414,0.4,1.4,.320,0.6,1.0,.541,.506,0.1,0.2,.500,0.3,0.9,1.2,0.5,0.8,0.3,0.1,1.2,2.5
Xavier Tillman Sr.,PF,24,MEM,24,1,11.6,2.0,3.3,.603,0.1,0.4,.300,1.8,2.8,.647,.622,0.6,1.1,.519,1.4,1.7,3.1,0.7,0.5,0.3,0.4,1.0,4.6
Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Obi Toppin,PF,24,NYK,26,0,16.8,2.8,6.7,.420,1.3,3.8,.354,1.5,2.9,.507,.520,0.5,0.7,.824,0.5,3.1,3.6,1.0,0.4,0.2,0.7,1.1,7.5
Juan Toscano-Anderson,SF,29,LAL,21,5,12.6,1.0,2.1,.500,0.1,0.7,.200,0.9,1.4,.655,.534,0.3,0.4,.667,0.4,1.8,2.2,0.7,0.4,0.3,0.7,1.7,2.5
Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,.505,1.8,5.6,.325,5.5,8.9,.618,.568,4.4,5.0,.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8
Gary Trent Jr.,SG,24,TOR,34,24,32.3,6.4,14.4,.443,2.6,7.1,.367,3.8,7.3,.516,.533,3.2,3.9,.821,0.5,1.8,2.3,1.5,1.6,0.2,1.1,1.8,18.5
P.J. Tucker,PF,37,PHI,38,38,27.4,1.2,3.1,.405,0.7,1.7,.379,0.6,1.3,.440,.513,0.3,0.3,.833,1.3,3.1,4.4,0.9,0.6,0.3,0.8,2.6,3.4
Myles Turner,C,26,IND,35,35,29.8,6.1,11.0,.552,1.4,3.8,.379,4.7,7.3,.642,.617,3.4,4.4,.784,1.4,6.5,7.9,1.5,0.6,2.3,1.7,3.3,17.0
Jonas Valančiūnas,C,30,NOP,41,41,24.9,5.5,10.5,.524,0.6,1.8,.342,4.9,8.7,.562,.554,2.5,3.0,.844,2.9,6.8,9.7,1.7,0.3,0.5,2.0,3.1,14.1
Jarred Vanderbilt,PF,23,UTA,42,39,24.8,3.4,6.1,.565,0.4,1.1,.333,3.1,5.0,.614,.594,1.2,1.8,.684,2.5,5.6,8.1,2.8,1.1,0.2,1.5,2.6,8.5
Fred VanVleet,PG,28,TOR,33,33,36.9,5.9,15.6,.376,2.8,8.7,.328,3.0,6.9,.437,.467,3.8,4.3,.880,0.5,3.7,4.2,6.3,1.5,0.5,1.8,2.8,18.4
Devin Vassell,SG,22,SAS,29,24,31.3,7.1,16.0,.445,2.8,7.0,.404,4.3,9.0,.477,.533,2.4,3.0,.793,0.2,3.8,4.0,3.6,1.2,0.4,1.6,1.4,19.4
Gabe Vincent,PG,26,MIA,28,2,24.3,2.9,7.7,.380,1.3,4.5,.291,1.6,3.2,.506,.465,1.0,1.1,.844,0.4,1.8,2.1,2.7,0.7,0.1,1.5,2.4,8.1
Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1.0,.458,0.0,0.2,.250,0.4,0.9,.500,.479,0.1,0.1,1.000,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1
Nikola Vučević,C,32,CHI,41,41,33.2,6.7,13.0,.518,1.7,4.5,.383,5.0,8.5,.589,.584,1.8,2.1,.830,2.0,8.9,10.9,3.0,0.6,0.9,1.8,2.1,16.9
Dean Wade,PF,26,CLE,17,9,24.1,2.2,4.9,.452,1.4,3.3,.411,0.9,1.6,.536,.589,0.5,0.8,.692,0.6,3.5,4.1,1.0,0.7,0.4,0.4,2.5,6.4
Franz Wagner,SF,21,ORL,41,41,33.4,7.3,15.0,.490,1.6,4.5,.353,5.8,10.5,.549,.543,3.9,4.5,.860,0.9,3.0,3.8,3.4,0.9,0.2,2.2,2.3,20.2
Moritz Wagner,C,25,ORL,21,14,24.3,4.0,8.2,.494,1.2,3.5,.342,2.9,4.7,.606,.567,2.7,3.1,.848,1.8,4.5,6.3,2.0,0.9,0.2,1.6,3.1,12.0
Ish Wainright,SF,28,PHO,25,1,14.2,1.2,3.2,.388,0.9,2.3,.386,0.4,0.9,.391,.525,0.2,0.4,.667,1.1,1.0,2.0,0.9,0.6,0.2,0.4,2.0,3.6
Jabari Walker,SF,20,POR,24,0,8.9,0.9,2.0,.429,0.1,0.5,.250,0.8,1.5,.486,.459,0.4,0.6,.643,1.0,1.5,2.5,0.6,0.1,0.2,0.4,1.1,2.3
Kemba Walker,PG,32,DAL,9,1,16.0,2.7,6.3,.421,0.8,3.1,.250,1.9,3.2,.586,.482,1.9,2.3,.810,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0
Lonnie Walker IV,SG,24,LAL,32,32,29.8,5.3,11.7,.455,2.1,5.4,.384,3.3,6.3,.515,.543,2.0,2.3,.875,0.3,2.0,2.3,1.4,0.8,0.3,1.0,1.7,14.7
John Wall,PG,32,LAC,33,3,22.0,4.0,9.9,.405,0.9,3.2,.295,3.1,6.7,.457,.452,2.3,3.4,.676,0.4,2.2,2.6,5.3,0.8,0.4,2.3,1.7,11.2
T.J. Warren,SF,29,BRK,16,0,19.9,4.1,7.7,.537,0.6,1.8,.345,3.5,5.9,.596,.577,1.0,1.1,.889,0.7,2.5,3.2,1.4,0.8,0.3,0.7,1.7,9.9
Duane Washington Jr.,SG,22,PHO,25,1,12.4,3.2,8.3,.391,1.4,3.7,.370,1.9,4.6,.409,.473,0.5,0.8,.684,0.0,1.1,1.1,1.9,0.2,0.0,1.1,0.6,8.4
P.J. Washington,PF,24,CHO,41,41,32.0,5.7,13.1,.437,2.0,5.6,.351,3.8,7.5,.502,.512,1.8,2.3,.798,1.1,3.5,4.6,2.3,0.8,1.1,1.5,2.7,15.3
TyTy Washington Jr.,PG,21,HOU,12,0,10.7,1.3,3.8,.348,0.3,1.8,.143,1.1,2.1,.520,.380,0.3,0.5,.500,0.1,1.3,1.3,1.3,0.4,0.0,0.3,1.2,3.2
Yuta Watanabe,SF,28,BRK,27,0,18.3,2.7,4.8,.558,1.4,2.7,.527,1.2,2.0,.600,.709,0.6,0.8,.714,0.6,2.2,2.8,0.9,0.6,0.4,0.4,1.6,7.3
Lindy Waters III,SG,25,OKC,15,0,11.8,1.4,3.7,.382,1.3,3.4,.373,0.1,0.3,.500,.555,0.3,0.5,.714,0.4,1.5,1.9,0.7,0.3,0.3,0.3,0.9,4.4
Trendon Watford,PF,22,POR,28,2,16.6,1.8,3.3,.548,0.3,0.8,.348,1.5,2.5,.614,.591,1.2,1.6,.773,0.7,3.1,3.8,1.6,0.5,0.1,1.0,1.9,5.1
Peyton Watson,SG,20,DEN,6,0,2.5,0.5,1.5,.333,0.0,0.2,.000,0.5,1.3,.375,.333,0.0,0.0,,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,1.0
Blake Wesley,SG,19,SAS,2,0,11.5,3.0,4.5,.667,1.0,1.5,.667,2.0,3.0,.667,.778,1.0,2.0,.500,0.5,0.5,1.0,2.0,0.0,0.0,1.0,1.5,8.0
Russell Westbrook,PG,34,LAL,38,3,28.2,5.6,13.5,.414,1.1,4.0,.285,4.4,9.5,.468,.456,2.8,4.1,.673,1.1,5.3,6.4,7.9,1.0,0.5,3.7,2.3,15.1
Coby White,PG,22,CHI,33,0,20.5,2.7,6.5,.409,1.5,4.4,.345,1.2,2.1,.543,.526,0.8,1.1,.778,0.2,2.3,2.5,1.8,0.7,0.1,0.8,1.7,7.7
Derrick White,SG,28,BOS,41,34,26.3,3.4,7.6,.445,1.5,4.0,.364,1.9,3.5,.538,.542,1.7,2.0,.864,0.6,2.5,3.1,3.4,0.7,1.0,1.0,2.4,9.9
Jack White,SF,25,DEN,9,0,3.0,0.1,0.7,.167,0.0,0.2,.000,0.1,0.4,.250,.167,0.0,0.0,,0.2,0.3,0.6,0.0,0.1,0.2,0.0,0.4,0.2
Aaron Wiggins,SG,24,OKC,32,7,18.2,2.4,4.8,.490,0.7,1.8,.393,1.7,3.1,.545,.561,0.9,1.1,.800,1.0,2.4,3.4,1.5,0.5,0.1,0.9,1.6,6.3
Andrew Wiggins,SF,27,GSW,24,24,32.1,7.2,14.5,.496,2.9,6.7,.431,4.3,7.8,.551,.595,1.2,1.9,.630,1.6,3.4,5.0,2.2,1.5,0.8,1.4,2.9,18.4
Alondes Williams,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Grant Williams,PF,24,BOS,40,14,27.5,3.1,6.1,.510,1.6,3.7,.422,1.6,2.4,.646,.638,1.2,1.5,.845,1.1,3.6,4.7,1.6,0.8,0.4,0.9,2.5,9.0
Jalen Williams,SG,21,OKC,37,24,27.8,4.7,9.2,.510,0.8,2.6,.292,3.9,6.6,.596,.551,1.5,2.0,.740,0.7,2.9,3.6,2.8,0.9,0.5,1.6,2.6,11.6
Jaylin Williams,PF,20,OKC,11,3,11.9,1.1,3.2,.343,0.3,1.1,.250,0.8,2.1,.391,.386,0.5,0.9,.600,0.8,2.7,3.5,1.1,0.5,0.1,0.5,2.1,3.0
Kenrich Williams,PF,28,OKC,33,5,21.7,3.2,5.8,.552,0.9,2.1,.426,2.3,3.8,.621,.628,0.4,0.8,.462,1.9,2.8,4.7,1.5,0.7,0.2,0.4,2.1,7.7
Mark Williams,C,21,CHO,12,0,13.7,2.3,4.1,.551,0.0,0.0,,2.3,4.1,.551,.551,1.6,2.2,.731,1.5,4.4,5.9,0.4,0.7,0.7,1.0,1.8,6.1
Patrick Williams,PF,21,CHI,41,40,29.0,3.7,8.1,.458,1.5,3.5,.420,2.2,4.6,.487,.548,1.0,1.2,.896,1.0,3.1,4.1,1.3,0.7,0.9,1.3,2.1,9.9
Robert Williams,C,25,BOS,10,1,19.8,3.4,4.1,.829,0.0,0.0,,3.4,4.1,.829,.829,0.9,1.2,.750,3.0,4.6,7.6,1.3,0.5,1.4,0.9,1.7,7.7
Vince Williams Jr.,SG,22,MEM,8,0,5.5,0.4,1.4,.273,0.1,1.0,.125,0.3,0.4,.667,.318,0.0,0.0,,0.1,0.5,0.6,0.4,0.5,0.1,0.0,0.6,0.9
Ziaire Williams,SF,21,MEM,14,0,16.6,2.4,5.9,.415,0.7,2.9,.250,1.7,3.0,.571,.476,0.6,0.7,.900,0.4,2.8,3.2,1.0,0.4,0.2,1.4,1.9,6.2
Zion Williamson,PF,22,NOP,29,29,33.0,9.8,16.2,.608,0.2,0.7,.368,9.6,15.5,.618,.615,6.1,8.6,.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0
Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,.409,0.5,1.6,.311,2.3,5.3,.438,.444,0.7,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8
James Wiseman,C,21,GSW,19,0,12.7,2.8,4.6,.609,0.1,0.1,.500,2.7,4.5,.612,.615,1.2,1.8,.657,0.9,2.7,3.6,0.7,0.1,0.4,0.7,1.9,6.8
Christian Wood,PF,27,DAL,39,14,28.2,6.5,12.1,.541,1.8,4.5,.397,4.8,7.6,.626,.615,3.2,4.3,.737,1.4,6.7,8.1,1.5,0.5,1.2,2.2,2.8,18.0
Delon Wright,PG,30,WAS,12,0,19.0,1.9,4.8,.397,0.5,2.3,.214,1.4,2.5,.567,.448,1.1,1.3,.813,0.6,1.5,2.1,3.3,2.2,0.3,0.8,1.1,5.4
McKinley Wright IV,PG,24,DAL,12,0,9.6,0.7,1.7,.400,0.0,0.3,.000,0.7,1.3,.500,.400,0.3,0.5,.667,0.3,0.7,1.0,1.0,0.6,0.1,0.7,1.1,1.7
Thaddeus Young,PF,34,TOR,35,9,16.5,2.2,4.0,.543,0.1,0.7,.174,2.1,3.3,.615,.557,0.4,0.5,.737,1.6,2.0,3.6,1.6,1.1,0.1,0.7,1.8,4.9
Trae Young,PG,24,ATL,36,36,35.6,8.8,20.8,.422,2.2,7.1,.314,6.5,13.7,.478,.475,7.8,8.7,.891,0.7,2.2,2.9,9.8,0.8,0.1,3.9,1.6,27.5
Ivica Zubac,C,25,LAC,41,41,29.2,4.0,6.4,.626,0.0,0.0,.000,4.0,6.3,.631,.626,2.2,3.2,.695,3.4,7.1,10.5,1.1,0.4,1.3,2.0,3.0,10.2
